order_id,review_rating,reason_review_product,reason_review_delivery,reason_review_price,reason_review_service
ORD000117,3,FALSE,TRUE,FALSE,FALSE
ORD000118,5,FALSE,FALSE,FALSE,FALSE
ORD000121,5,FALSE,FALSE,FALSE,FALSE
ORD000122,5,FALSE,FALSE,FALSE,FALSE
ORD000123,5,FALSE,TRUE,FALSE,FALSE
ORD000125,1,FALSE,FALSE,FALSE,FALSE
ORD000127,5,FALSE,FALSE,FALSE,FALSE
ORD000133,2,FALSE,FALSE,FALSE,FALSE
ORD000135,5,FALSE,FALSE,FALSE,FALSE
ORD000136,1,FALSE,FALSE,FALSE,FALSE
ORD000137,2,FALSE,TRUE,FALSE,FALSE
ORD000138,4,TRUE,TRUE,FALSE,FALSE
ORD000142,4,FALSE,FALSE,FALSE,FALSE
ORD000143,5,TRUE,TRUE,FALSE,FALSE
ORD000145,5,FALSE,FALSE,FALSE,FALSE
ORD000146,5,FALSE,FALSE,FALSE,FALSE
ORD000148,2,TRUE,TRUE,FALSE,TRUE
ORD000153,5,FALSE,FALSE,FALSE,FALSE
ORD000158,5,FALSE,FALSE,FALSE,FALSE
ORD000160,5,FALSE,FALSE,FALSE,FALSE
ORD000163,4,FALSE,FALSE,FALSE,FALSE
ORD000164,3,FALSE,FALSE,FALSE,FALSE
ORD000168,4,FALSE,TRUE,FALSE,FALSE
ORD000177,5,FALSE,FALSE,FALSE,FALSE
ORD000180,5,FALSE,TRUE,FALSE,FALSE
ORD000181,5,FALSE,FALSE,FALSE,TRUE
ORD000183,4,FALSE,FALSE,FALSE,FALSE
ORD000184,2,FALSE,FALSE,FALSE,FALSE
ORD000187,1,FALSE,FALSE,FALSE,FALSE
ORD000189,3,FALSE,FALSE,FALSE,FALSE
ORD000192,2,FALSE,TRUE,FALSE,TRUE
ORD000193,4,FALSE,FALSE,FALSE,FALSE
ORD000195,4,FALSE,FALSE,FALSE,FALSE
ORD000197,4,FALSE,TRUE,FALSE,FALSE
ORD000199,3,TRUE,TRUE,FALSE,FALSE
ORD000204,4,FALSE,FALSE,FALSE,FALSE
ORD000205,5,FALSE,FALSE,FALSE,FALSE
ORD000208,5,TRUE,TRUE,FALSE,FALSE
ORD000210,4,FALSE,FALSE,FALSE,FALSE
ORD000211,2,FALSE,FALSE,FALSE,FALSE
ORD000212,5,FALSE,FALSE,FALSE,FALSE
ORD000213,4,FALSE,FALSE,FALSE,FALSE
ORD000214,5,FALSE,FALSE,FALSE,FALSE
ORD000215,5,FALSE,FALSE,FALSE,FALSE
ORD000216,5,FALSE,FALSE,FALSE,FALSE
ORD000219,5,TRUE,TRUE,TRUE,FALSE
ORD000222,2,FALSE,FALSE,FALSE,FALSE
ORD000226,2,FALSE,FALSE,FALSE,FALSE
ORD000227,4,FALSE,FALSE,FALSE,FALSE
ORD000230,4,FALSE,FALSE,FALSE,FALSE
ORD000231,4,FALSE,FALSE,FALSE,FALSE
ORD000232,5,FALSE,FALSE,FALSE,FALSE
ORD000233,5,FALSE,TRUE,FALSE,FALSE
ORD000239,5,FALSE,FALSE,FALSE,FALSE
ORD000240,3,FALSE,FALSE,FALSE,FALSE
ORD000243,5,FALSE,TRUE,FALSE,FALSE
ORD000246,5,FALSE,TRUE,FALSE,FALSE
ORD000249,1,FALSE,FALSE,FALSE,FALSE
ORD000250,4,FALSE,FALSE,FALSE,FALSE
ORD000251,3,FALSE,FALSE,FALSE,FALSE
ORD000252,2,FALSE,TRUE,FALSE,FALSE
ORD000253,5,TRUE,TRUE,TRUE,TRUE
ORD000254,4,FALSE,FALSE,FALSE,FALSE
ORD000255,5,FALSE,TRUE,FALSE,TRUE
ORD000256,5,TRUE,TRUE,FALSE,FALSE
ORD000257,4,FALSE,FALSE,FALSE,FALSE
ORD000264,4,FALSE,FALSE,FALSE,FALSE
ORD000268,4,FALSE,TRUE,FALSE,FALSE
ORD000269,4,TRUE,FALSE,FALSE,FALSE
ORD000271,2,FALSE,TRUE,FALSE,FALSE
ORD000273,5,TRUE,TRUE,FALSE,FALSE
ORD000299,3,FALSE,FALSE,FALSE,FALSE
ORD000308,2,FALSE,FALSE,FALSE,FALSE
ORD000284,5,FALSE,FALSE,FALSE,FALSE
ORD000302,5,FALSE,FALSE,FALSE,FALSE
ORD000286,4,FALSE,FALSE,FALSE,FALSE
ORD000287,4,FALSE,FALSE,FALSE,FALSE
ORD000289,5,FALSE,FALSE,FALSE,TRUE
ORD000292,2,FALSE,FALSE,FALSE,FALSE
ORD000296,4,FALSE,FALSE,FALSE,FALSE
ORD000310,5,FALSE,FALSE,FALSE,FALSE
ORD000312,5,FALSE,FALSE,FALSE,FALSE
ORD000313,4,FALSE,FALSE,FALSE,FALSE
ORD000315,5,FALSE,FALSE,FALSE,FALSE
ORD000320,5,FALSE,FALSE,FALSE,FALSE
ORD000324,3,TRUE,TRUE,FALSE,FALSE
ORD000328,2,FALSE,TRUE,FALSE,FALSE
ORD000331,1,FALSE,FALSE,FALSE,FALSE
ORD000334,3,TRUE,TRUE,FALSE,FALSE
ORD000337,5,FALSE,FALSE,FALSE,FALSE
ORD000339,5,FALSE,FALSE,FALSE,FALSE
ORD000341,5,FALSE,FALSE,TRUE,FALSE
ORD000346,4,FALSE,TRUE,FALSE,FALSE
ORD000350,5,FALSE,FALSE,TRUE,FALSE
ORD000357,5,FALSE,FALSE,FALSE,FALSE
ORD000358,5,TRUE,TRUE,FALSE,FALSE
ORD000360,3,TRUE,FALSE,FALSE,FALSE
ORD000361,5,FALSE,FALSE,FALSE,FALSE
ORD000367,1,FALSE,FALSE,FALSE,FALSE
ORD000368,2,FALSE,FALSE,FALSE,TRUE
ORD000371,4,TRUE,TRUE,FALSE,TRUE
ORD000373,5,FALSE,FALSE,FALSE,FALSE
ORD000376,5,FALSE,FALSE,FALSE,FALSE
ORD000378,4,FALSE,FALSE,FALSE,FALSE
ORD000380,2,TRUE,TRUE,TRUE,TRUE
ORD000381,2,FALSE,TRUE,FALSE,TRUE
ORD000383,5,TRUE,FALSE,FALSE,FALSE
ORD000387,2,FALSE,TRUE,FALSE,FALSE
ORD000389,5,FALSE,TRUE,FALSE,TRUE
ORD000390,2,FALSE,TRUE,FALSE,TRUE
ORD000392,4,FALSE,FALSE,FALSE,FALSE
ORD000394,4,FALSE,FALSE,FALSE,FALSE
ORD000396,4,FALSE,FALSE,FALSE,FALSE
ORD000397,4,FALSE,FALSE,FALSE,FALSE
ORD000398,2,FALSE,TRUE,FALSE,FALSE
ORD000401,2,FALSE,TRUE,FALSE,FALSE
ORD000402,3,TRUE,TRUE,FALSE,TRUE
ORD000403,2,TRUE,TRUE,FALSE,FALSE
ORD000404,5,FALSE,FALSE,FALSE,FALSE
ORD000409,4,FALSE,TRUE,FALSE,TRUE
ORD000410,5,FALSE,TRUE,FALSE,FALSE
ORD000412,4,FALSE,FALSE,FALSE,FALSE
ORD000413,2,TRUE,TRUE,FALSE,TRUE
ORD000415,5,FALSE,FALSE,FALSE,FALSE
ORD000417,5,FALSE,TRUE,FALSE,FALSE
ORD000418,4,FALSE,FALSE,FALSE,FALSE
ORD000419,5,TRUE,TRUE,FALSE,FALSE
ORD000423,4,TRUE,TRUE,FALSE,FALSE
ORD000428,4,FALSE,FALSE,FALSE,FALSE
ORD000429,2,TRUE,TRUE,FALSE,FALSE
ORD000430,4,FALSE,TRUE,FALSE,FALSE
ORD000433,3,FALSE,FALSE,FALSE,FALSE
ORD000435,2,FALSE,FALSE,FALSE,FALSE
ORD000437,5,FALSE,FALSE,FALSE,FALSE
ORD000438,5,FALSE,FALSE,FALSE,FALSE
ORD000440,5,FALSE,FALSE,FALSE,FALSE
ORD000443,5,FALSE,FALSE,FALSE,FALSE
ORD000444,5,FALSE,TRUE,FALSE,FALSE
ORD000449,5,FALSE,TRUE,FALSE,FALSE
ORD000450,5,FALSE,FALSE,FALSE,FALSE
ORD000451,2,FALSE,TRUE,FALSE,FALSE
ORD000454,5,FALSE,FALSE,FALSE,FALSE
ORD000457,5,TRUE,TRUE,FALSE,TRUE
ORD000458,5,FALSE,FALSE,FALSE,FALSE
ORD000460,2,FALSE,TRUE,FALSE,TRUE
ORD000462,2,FALSE,TRUE,FALSE,TRUE
ORD000463,5,FALSE,TRUE,FALSE,FALSE
ORD000464,5,TRUE,TRUE,TRUE,FALSE
ORD000465,4,FALSE,FALSE,FALSE,FALSE
ORD000466,3,TRUE,TRUE,FALSE,FALSE
ORD000467,5,FALSE,TRUE,FALSE,FALSE
ORD000469,4,FALSE,FALSE,FALSE,FALSE
ORD000473,5,FALSE,FALSE,FALSE,FALSE
ORD000474,3,FALSE,FALSE,FALSE,FALSE
ORD000478,4,TRUE,FALSE,FALSE,FALSE
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
